,user_name,generated_on,train_loss,grad_norm,learning_rate,epoch,step_x,val_loss,eval_accuracy,eval_f1,eval_combined_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,step_y,model_string,dataset_name,task_name,used_adapter,adapter_type
0,saad,2024-07-24 19:52:57.338036,0.5479,2.6435675621032715,4.5e-05,1.0,459,0.45372697710990906,0.7769607843137255,0.8515497553017944,0.81425526980776,1.6691,244.447,30.556,459,google/electra-base-discriminator,glue,mrpc,True,seq_bn
1,saad,2024-07-24 19:52:57.338036,0.4522,6.954146385192871,4e-05,2.0,918,0.3529384434223175,0.8651960784313726,0.8998178506375228,0.8825069645344477,1.6491,247.405,30.926,918,google/electra-base-discriminator,glue,mrpc,True,seq_bn
2,saad,2024-07-24 19:52:57.338036,0.3797,6.440543174743652,3.5e-05,3.0,1377,0.3264250159263611,0.8799019607843137,0.9110707803992741,0.8954863705917939,1.6316,250.058,31.257,1377,google/electra-base-discriminator,glue,mrpc,True,seq_bn
3,saad,2024-07-24 19:52:57.338036,0.3326,5.860635280609131,3e-05,4.0,1836,0.3301079571247101,0.8848039215686274,0.9176882661996497,0.9012460938841386,1.6481,247.557,30.945,1836,google/electra-base-discriminator,glue,mrpc,True,seq_bn
4,saad,2024-07-24 19:52:57.338036,0.3096,0.3968033790588379,2.5e-05,5.0,2295,0.3097977340221405,0.8799019607843137,0.9107468123861567,0.8953243865852352,1.6448,248.054,31.007,2295,google/electra-base-discriminator,glue,mrpc,True,seq_bn
5,saad,2024-07-24 19:52:57.338036,0.2899,0.18133209645748138,2e-05,6.0,2754,0.30333808064460754,0.8970588235294118,0.9249999999999999,0.9110294117647059,1.6608,245.663,30.708,2754,google/electra-base-discriminator,glue,mrpc,True,seq_bn
6,saad,2024-07-24 19:52:57.338036,0.2692,8.663981437683105,1.5e-05,7.0,3213,0.38616132736206055,0.875,0.911917098445596,0.893458549222798,1.6422,248.444,31.056,3213,google/electra-base-discriminator,glue,mrpc,True,seq_bn
7,saad,2024-07-24 19:52:57.338036,0.2449,27.448251724243164,1e-05,8.0,3672,0.36523085832595825,0.8970588235294118,0.926056338028169,0.9115575807787903,1.6267,250.813,31.352,3672,google/electra-base-discriminator,glue,mrpc,True,seq_bn
8,saad,2024-07-24 19:52:57.338036,0.2536,11.875837326049805,5e-06,9.0,4131,0.3694300055503845,0.8897058823529411,0.9211908931698775,0.9054483877614092,1.6354,249.476,31.184,4131,google/electra-base-discriminator,glue,mrpc,True,seq_bn
9,saad,2024-07-24 19:52:57.338036,0.2419,0.12874126434326172,0.0,10.0,4590,0.36190658807754517,0.8970588235294118,0.926056338028169,0.9115575807787903,1.6347,249.583,31.198,4590,google/electra-base-discriminator,glue,mrpc,True,seq_bn
10,saad,2024-07-24 19:52:57.338036,0.2419,0.12874126434326172,0.0,10.0,4590,0.36190658807754517,0.8970588235294118,0.926056338028169,0.9115575807787903,1.6425,248.408,31.051,4590,google/electra-base-discriminator,glue,mrpc,True,seq_bn
0,saad,2024-07-24 19:52:57.338036,0.5849,2.388676166534424,4.5e-05,1.0,459,0.5419557094573975,0.7107843137254902,0.8138801261829653,0.7623322199542277,1.6949,240.719,30.09,459,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
1,saad,2024-07-24 19:52:57.338036,0.5641,5.129583358764648,4e-05,2.0,918,0.5328050255775452,0.7254901960784313,0.825,0.7752450980392156,1.7026,239.631,29.954,918,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
2,saad,2024-07-24 19:52:57.338036,0.556,3.589634418487549,3.5e-05,3.0,1377,0.5197847485542297,0.7401960784313726,0.8262295081967213,0.7832127933140469,1.7031,239.564,29.946,1377,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
3,saad,2024-07-24 19:52:57.338036,0.5502,2.2067878246307373,3e-05,4.0,1836,0.5171722173690796,0.7524509803921569,0.8357723577235772,0.794111669057867,1.6961,240.552,30.069,1836,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
4,saad,2024-07-24 19:52:57.338036,0.5424,2.1288089752197266,2.5e-05,5.0,2295,0.5223326683044434,0.7205882352941176,0.822429906542056,0.7715090709180868,1.7039,239.454,29.932,2295,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
5,saad,2024-07-24 19:52:57.338036,0.5418,3.4665069580078125,2e-05,6.0,2754,0.5135766863822937,0.7549019607843137,0.8381877022653722,0.7965448315248429,1.7081,238.86,29.858,2754,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
6,saad,2024-07-24 19:52:57.338036,0.5423,1.7911854982376099,1.5e-05,7.0,3213,0.5184431672096252,0.7303921568627451,0.828125,0.7792585784313726,1.7029,239.589,29.949,3213,google/electra-base-discriminator,glue,mrpc,True,prefix_tuning
