,user_name,generated_on,train_loss,grad_norm,learning_rate,epoch,step_x,val_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,step_y,model_string,dataset_name,task_name,used_adapter,adapter_type
0,saad,2024-07-24 02:33:47.110988,0.6526,2.4314565658569336,4.5e-05,1.0,1179,0.6361293196678162,0.6446483180428134,6.3852,512.123,64.055,1179,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
1,saad,2024-07-24 02:33:47.110988,0.6186,3.0238280296325684,4e-05,2.0,2358,0.6085362434387207,0.6669724770642201,6.5968,495.699,62.0,2358,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
2,saad,2024-07-24 02:33:47.110988,0.5958,4.279201030731201,3.5e-05,3.0,3537,0.5976580381393433,0.6792048929663609,6.6185,494.068,61.796,3537,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
3,saad,2024-07-24 02:33:47.110988,0.5739,4.619634628295898,3e-05,4.0,4716,0.6273003220558167,0.6877675840978593,6.5939,495.909,62.027,4716,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
4,saad,2024-07-24 02:33:47.110988,0.5582,2.3894553184509277,2.5e-05,5.0,5895,0.5982035398483276,0.6896024464831805,6.637,492.694,61.624,5895,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
5,saad,2024-07-24 02:33:47.110988,0.5419,13.256742477416992,2e-05,6.0,7074,0.5931945443153381,0.6825688073394496,6.539,500.076,62.548,7074,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
6,saad,2024-07-24 02:33:47.110988,0.5264,4.1060991287231445,1.5e-05,7.0,8253,0.6082988977432251,0.6831804281345566,6.5945,495.87,62.022,8253,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
7,saad,2024-07-24 02:33:47.110988,0.5156,6.49018669128418,1e-05,8.0,9432,0.5996388792991638,0.7003058103975535,6.578,497.109,62.177,9432,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
8,saad,2024-07-24 02:33:47.110988,0.5062,6.016314506530762,5e-06,9.0,10611,0.6047663688659668,0.7,6.5771,497.176,62.185,10611,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
9,saad,2024-07-24 02:33:47.110988,0.4978,4.71744441986084,0.0,10.0,11790,0.6109954118728638,0.6957186544342507,6.5797,496.984,62.161,11790,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
10,saad,2024-07-24 02:33:47.110988,0.4978,4.71744441986084,0.0,10.0,11790,0.6109954118728638,0.6957186544342507,6.5396,500.031,62.542,11790,distilbert/distilbert-base-uncased,super_glue,boolq,True,seq_bn
0,saad,2024-07-24 02:33:47.110988,0.6582,4.111206531524658,4.5e-05,1.0,1179,0.6548215746879578,0.6207951070336392,6.8923,474.444,59.342,1179,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
1,saad,2024-07-24 02:33:47.110988,0.6493,2.8104538917541504,4e-05,2.0,2358,0.6428887248039246,0.6376146788990825,6.8353,478.4,59.837,2358,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
2,saad,2024-07-24 02:33:47.110988,0.6438,4.020945072174072,3.5e-05,3.0,3537,0.640626072883606,0.637308868501529,6.866,476.261,59.569,3537,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
3,saad,2024-07-24 02:33:47.110988,0.6429,3.5935451984405518,3e-05,4.0,4716,0.6493732333183289,0.6290519877675841,6.8822,475.141,59.429,4716,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
4,saad,2024-07-24 02:33:47.110988,0.6376,2.306097984313965,2.5e-05,5.0,5895,0.6451343297958374,0.636085626911315,6.8736,475.73,59.503,5895,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
5,saad,2024-07-24 02:33:47.110988,0.6357,7.714005470275879,2e-05,6.0,7074,0.6382625699043274,0.6412844036697247,6.8542,477.077,59.671,7074,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
6,saad,2024-07-24 02:33:47.110988,0.6346,4.640981197357178,1.5e-05,7.0,8253,0.6395000219345093,0.635474006116208,6.8683,476.103,59.549,8253,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
7,saad,2024-07-24 02:33:47.110988,0.6333,2.0807015895843506,1e-05,8.0,9432,0.6382573843002319,0.6425076452599389,6.8772,475.482,59.472,9432,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
8,saad,2024-07-24 02:33:47.110988,0.6319,3.3672969341278076,5e-06,9.0,10611,0.6382120847702026,0.6443425076452599,6.8488,477.459,59.719,10611,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
9,saad,2024-07-24 02:33:47.110988,0.6319,3.6364972591400146,0.0,10.0,11790,0.6380965113639832,0.6437308868501529,6.8249,479.129,59.928,11790,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
10,saad,2024-07-24 02:33:47.110988,0.6319,3.6364972591400146,0.0,10.0,11790,0.6380965113639832,0.6437308868501529,6.8653,476.308,59.575,11790,distilbert/distilbert-base-uncased,super_glue,boolq,True,prefix_tuning
0,saad,2024-07-24 02:33:47.110988,0.6683,5.027773380279541,4.5e-05,1.0,1179,0.6693679690361023,0.6217125382262997,7.7355,422.727,52.873,1179,distilbert/distilbert-base-uncased,super_glue,boolq,True,mam_adapter
1,saad,2024-07-24 02:33:47.110988,0.6682,2.983164072036743,4e-05,2.0,2358,0.6638463735580444,0.6217125382262997,7.5936,430.627,53.861,2358,distilbert/distilbert-base-uncased,super_glue,boolq,True,mam_adapter
