,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch,train_samples,training_time,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,epoch
0,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,seq_bn,61.4577,103.323,13.017,426413668684800.0,0.6905233669281006,10.0,10.0,635,61.89257526397705,0.7265690565109253,0.38028169014084506,0.2919,243.199,30.828,10.0,10.0
1,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,prefix_tuning,57.7244,110.005,13.859,420385475712000.0,0.6942450714111328,10.0,10.0,635,58.09587812423706,0.6985768675804138,0.5492957746478874,0.3117,227.786,28.874,10.0,10.0
2,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,mam_adapter,71.3232,89.031,11.217,527275100083200.0,0.6995869588851928,10.0,10.0,635,71.70688819885254,0.6963121294975281,0.4507042253521127,0.3453,205.633,26.066,10.0,10.0
3,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,compacter_plusplus,59.644,106.465,13.413,417828159820800.0,0.6936150503158569,10.0,10.0,635,60.024009466171265,0.7075760364532471,0.43661971830985913,0.3011,235.838,29.895,10.0,10.0
4,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,unipelt,89.3469,71.071,8.954,471702754636800.0,0.6931951999664306,10.0,10.0,635,89.73961400985718,0.7147905826568604,0.4225352112676056,0.4064,174.699,22.145,10.0,10.0
5,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,lora,55.8934,113.609,14.313,419127027225600.0,0.6934589242935181,10.0,10.0,635,56.290345668792725,0.7088138461112976,0.43661971830985913,0.2863,247.987,31.435,10.0,10.0
6,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,seq_bn_16_2_relu,63.9134,99.353,12.517,456636095616000.0,0.6854538345336914,10.0,10.0,635,64.31527352333069,0.8110992312431335,0.352112676056338,0.3089,229.862,29.137,10.0,10.0
7,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,seq_bn_16_2_tanh,63.8157,99.505,12.536,456636095616000.0,0.6731677150726318,10.0,10.0,635,64.20675444602966,0.9677686095237732,0.30985915492957744,0.3104,228.702,28.99,10.0,10.0
8,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,ia3,57.8215,109.821,13.836,417958467916800.0,0.6935329818725586,10.0,10.0,635,58.217376947402954,0.7080632448196411,0.43661971830985913,0.2869,247.45,31.367,10.0,10.0
9,saad,2024-07-23 16:03:14.876916,google/electra-base-discriminator,glue,wnli,True,prompt_tuning,59.9371,105.944,13.347,417688800384000.0,0.6999913311004639,10.0,10.0,635,60.339614152908325,0.6968971490859985,0.4788732394366197,0.3053,232.58,29.482,10.0,10.0
