,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch,train_samples,training_time,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,epoch
0,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,seq_bn,30.752,206.491,26.015,217690969036800.0,0.6955704641342163,10.0,10.0,635,31.116307973861694,0.7281944155693054,0.2535211267605634,0.1627,436.472,55.327,10.0,10.0
1,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,prefix_tuning,29.5948,214.565,27.032,214676872550400.0,0.6959821033477783,10.0,10.0,635,29.937008380889893,0.7076832056045532,0.2676056338028169,0.171,415.281,52.641,10.0,10.0
2,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,mam_adapter,36.4378,174.27,21.955,269621788416000.0,0.6973546695709228,10.0,10.0,635,36.79836177825928,0.6967009902000427,0.4084507042253521,0.1896,374.45,47.466,10.0,10.0
3,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,compacter_plusplus,29.9774,211.826,26.687,213398370662400.0,0.69567373752594,10.0,10.0,635,30.332460403442383,0.7304865717887878,0.2535211267605634,0.1633,434.699,55.103,10.0,10.0
4,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,unipelt,44.267,143.448,18.072,241295578368000.0,0.6956607151031494,10.0,10.0,635,44.62734389305115,0.7194799780845642,0.2535211267605634,0.2223,319.323,40.478,10.0,10.0
5,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,lora,27.9781,226.963,28.594,214047648307200.0,0.6956504535675049,10.0,10.0,635,28.336981773376465,0.7308668494224548,0.2535211267605634,0.1513,469.351,59.495,10.0,10.0
6,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,seq_bn_16_2_relu,31.4957,201.615,25.4,232802182502400.0,0.6958500385284424,10.0,10.0,635,31.85265564918518,0.7354515790939331,0.22535211267605634,0.1754,404.783,51.311,10.0,10.0
7,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,seq_bn_16_2_tanh,31.6608,200.563,25.268,232802182502400.0,0.6960346412658691,10.0,10.0,635,32.03317856788635,0.7426279187202454,0.23943661971830985,0.1621,437.966,55.517,10.0,10.0
8,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,ia3,28.9276,219.514,27.655,213463368652800.0,0.695660548210144,10.0,10.0,635,29.295192003250122,0.7306967377662659,0.2535211267605634,0.1522,466.549,59.14,10.0,10.0
9,saad,2024-07-23 16:16:18.703289,distilbert/distilbert-base-uncased,glue,wnli,True,prompt_tuning,30.4498,208.54,26.273,213328534886400.0,0.6935977983474731,10.0,10.0,635,30.807616472244263,0.7280522584915161,0.23943661971830985,0.1682,422.192,53.517,10.0,10.0
