,user_name,generated_on,train_loss,grad_norm,learning_rate,epoch,step_x,val_loss,eval_matthews_correlation,eval_runtime,eval_samples_per_second,eval_steps_per_second,step_y,model_string,dataset_name,task_name,used_adapter,adapter_type
0,saad,2024-07-24 00:46:34.659566,0.617,6.527159214019775,4.5e-05,1.0,1069,0.6002225279808044,0.20362043387248543,5.2789,197.579,24.816,1069,facebook/bart-base,glue,cola,False,NA
1,saad,2024-07-24 00:46:34.659566,0.5334,5.2945942878723145,4e-05,2.0,2138,0.5449451804161072,0.3207947083844524,5.2493,198.692,24.956,2138,facebook/bart-base,glue,cola,False,NA
2,saad,2024-07-24 00:46:34.659566,0.4272,10.410614967346191,3.5e-05,3.0,3207,0.7158510684967041,0.32347105921043584,5.2531,198.548,24.937,3207,facebook/bart-base,glue,cola,False,NA
3,saad,2024-07-24 00:46:34.659566,0.3588,6.649497985839844,3e-05,4.0,4276,1.0421479940414429,0.3366917730011535,5.2144,200.024,25.123,4276,facebook/bart-base,glue,cola,False,NA
4,saad,2024-07-24 00:46:34.659566,0.3075,20.3614444732666,2.5e-05,5.0,5345,1.3783570528030396,0.2752612848544543,5.1821,201.27,25.279,5345,facebook/bart-base,glue,cola,False,NA
5,saad,2024-07-24 00:46:34.659566,0.253,3.8455607891082764,2e-05,6.0,6414,1.3999210596084595,0.3537286958144949,5.141,202.88,25.482,6414,facebook/bart-base,glue,cola,False,NA
6,saad,2024-07-24 00:46:34.659566,0.2129,1.7406184673309326,1.5e-05,7.0,7483,1.4296982288360596,0.35295074211030203,5.1223,203.619,25.574,7483,facebook/bart-base,glue,cola,False,NA
7,saad,2024-07-24 00:46:34.659566,0.1543,0.28706780076026917,1e-05,8.0,8552,1.7554364204406738,0.3643251685349662,5.0984,204.573,25.694,8552,facebook/bart-base,glue,cola,False,NA
8,saad,2024-07-24 00:46:34.659566,0.1301,0.4577743411064148,5e-06,9.0,9621,1.7964887619018555,0.38613653119303804,5.1924,200.871,25.229,9621,facebook/bart-base,glue,cola,False,NA
9,saad,2024-07-24 00:46:34.659566,0.1052,0.013458468951284885,0.0,10.0,10690,2.0167903900146484,0.3653879990432156,5.2418,198.978,24.991,10690,facebook/bart-base,glue,cola,False,NA
10,saad,2024-07-24 00:46:34.659566,0.1052,0.013458468951284885,0.0,10.0,10690,2.0167903900146484,0.3653879990432156,6.3105,165.279,20.759,10690,facebook/bart-base,glue,cola,False,NA
