,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch,train_samples,training_time,eval_loss,eval_accuracy,eval_f1,eval_combined_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,epoch
0,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,seq_bn,24.2053,103.283,13.22,85706582400000.0,0.6570592164993286,10.0,10.0,250,24.725006580352783,0.7930415868759155,0.7142857142857143,0.49858757062146886,0.6064366424535916,0.2467,227.0,28.375,10.0,10.0
1,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,prefix_tuning,23.6565,105.679,13.527,84519930240000.0,0.7938375413417816,10.0,10.0,250,23.95434069633484,0.8303609490394592,0.7142857142857143,0.4977429318127821,0.6060143230492482,0.2763,202.652,25.332,10.0,10.0
2,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,mam_adapter,27.9918,89.312,11.432,106151786880000.0,0.4004071533679962,10.0,10.0,250,28.298439025878906,0.980133593082428,0.7142857142857143,0.6709478190686738,0.6926167666771941,0.2729,205.203,25.65,10.0,10.0
3,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,compacter_plusplus,23.3486,107.073,13.705,84016583040000.0,0.7387717485427856,10.0,10.0,250,24.001070737838745,0.7768033742904663,0.7142857142857143,0.49858757062146886,0.6064366424535916,0.2482,225.597,28.2,10.0,10.0
4,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,unipelt,29.0398,86.089,11.019,94999735680000.0,0.6662258505821228,10.0,10.0,250,29.350410223007202,0.7950745820999146,0.7142857142857143,0.49858757062146886,0.6064366424535916,0.2736,204.663,25.583,10.0,10.0
5,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,lora,23.6526,105.697,13.529,84272204160000.0,0.7094816327095032,10.0,10.0,250,24.13962149620056,0.7718871235847473,0.6964285714285714,0.486277269528501,0.5913529204785362,0.2378,235.499,29.437,10.0,10.0
6,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,seq_bn_16_2_relu,25.7606,97.047,12.422,91655879040000.0,0.5706951409578324,10.0,10.0,250,26.070416927337646,0.756950318813324,0.7142857142857143,0.4977429318127821,0.6060143230492482,0.2588,216.409,27.051,10.0,10.0
7,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,seq_bn_16_2_tanh,25.8058,96.877,12.4,91655879040000.0,0.4906270921230316,10.0,10.0,250,26.1285560131073,0.7571325898170471,0.7321428571428571,0.5092657752756274,0.6207043162092423,0.2604,215.035,26.879,10.0,10.0
8,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,ia3,23.6976,105.496,13.503,84042172800000.0,0.7375580906867981,10.0,10.0,250,24.015209197998047,0.7764173150062561,0.7142857142857143,0.49858757062146886,0.6064366424535916,0.2402,233.171,29.146,10.0,10.0
9,saad,2024-07-24 02:44:07.651286,distilbert/distilbert-base-uncased,super_glue,cb,True,prompt_tuning,26.1777,95.501,12.224,83989088640000.0,0.7898604094982147,10.0,10.0,250,26.50731086730957,0.8055815100669861,0.7142857142857143,0.49858757062146886,0.6064366424535916,0.2851,196.45,24.556,10.0,10.0
