,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch,train_samples,training_time,eval_loss,eval_accuracy,eval_f1,eval_combined_score,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,epoch
0,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,seq_bn,48.8964,51.129,6.544,167880873600000.0,0.6825152397155761,10.0,10.0,250,49.487550497055054,0.8323211669921875,0.6785714285714286,0.47391812865497074,0.5762447786131997,0.4712,118.851,14.856,10.0,10.0
1,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,prefix_tuning,46.3252,53.966,6.908,165507569280000.0,0.81959627866745,10.0,10.0,250,46.66632866859436,0.8730477094650269,0.6785714285714286,0.47338935574229696,0.5759803921568628,0.4764,117.542,14.693,10.0,10.0
2,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,mam_adapter,55.1276,45.349,5.805,207590098560000.0,0.44695058166980745,10.0,10.0,250,55.46826791763306,0.8145719766616821,0.7857142857142857,0.6515873015873016,0.7186507936507937,0.5301,105.644,13.205,10.0,10.0
3,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,compacter_plusplus,46.3541,53.933,6.903,164500752000000.0,0.784545487165451,10.0,10.0,250,46.721603870391846,0.8331570029258728,0.6964285714285714,0.486277269528501,0.5913529204785362,0.4628,120.996,15.124,10.0,10.0
4,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,unipelt,57.6854,43.339,5.547,185711222400000.0,0.6888854444026947,10.0,10.0,250,58.033427238464355,0.8063388466835022,0.6785714285714286,0.47478301665493783,0.5766772226131832,0.5242,106.823,13.353,10.0,10.0
5,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,lora,46.3793,53.903,6.9,165012117120000.0,0.7533320248126983,10.0,10.0,250,46.739039182662964,0.8133581876754761,0.6785714285714286,0.47391812865497074,0.5762447786131997,0.4622,121.152,15.144,10.0,10.0
6,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,seq_bn_16_2_relu,51.5852,48.464,6.203,179779466880000.0,0.5103476196527481,10.0,10.0,250,51.93355441093445,0.9520462155342102,0.6964285714285714,0.48601398601398604,0.5912212787212787,0.4999,112.017,14.002,10.0,10.0
7,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,seq_bn_16_2_tanh,51.8296,48.235,6.174,179779466880000.0,0.44985619336366656,10.0,10.0,250,52.19461131095886,1.0345178842544556,0.75,0.523342670401494,0.6366713352007469,0.5063,110.607,13.826,10.0,10.0
8,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,ia3,46.978,53.216,6.812,164552054400000.0,0.783254873752594,10.0,10.0,250,47.33789658546448,0.833330512046814,0.6964285714285714,0.486277269528501,0.5913529204785362,0.4578,122.318,15.29,10.0,10.0
9,saad,2024-07-24 02:54:57.966930,google/electra-base-discriminator,super_glue,cb,True,prompt_tuning,51.4614,48.58,6.218,164445886080000.0,0.8762605905532836,10.0,10.0,250,51.829702854156494,0.9245473146438599,0.5714285714285714,0.3812097812097812,0.4763191763191763,0.5522,101.416,12.677,10.0,10.0
