,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch,train_samples,training_time,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,epoch
0,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,seq_bn,539.906,46.119,5.779,1943340622387200.0,0.6143897276658278,10.0,10.0,2490,540.7837266921997,0.6446694135665894,0.7003610108303249,2.798,99.0,12.509,10.0,10.0
1,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,prefix_tuning,530.3322,46.952,5.883,1924989693696000.0,0.6541918338873447,10.0,10.0,2490,530.761298418045,0.6335164904594421,0.6137184115523465,2.8078,98.654,12.465,10.0,10.0
2,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,mam_adapter,645.8759,38.552,4.831,2503541456640000.0,0.449798390804193,10.0,10.0,2490,646.31871509552,1.2129451036453247,0.740072202166065,3.0727,90.149,11.391,10.0,10.0
3,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,compacter_plusplus,512.8174,48.555,6.084,1909674611251200.0,0.6752621870774489,10.0,10.0,2490,513.2621834278107,0.6617850661277771,0.6064981949458483,2.6742,103.582,13.088,10.0,10.0
4,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,unipelt,681.1287,36.557,4.581,2229484926873600.0,0.58726743551401,10.0,10.0,2490,681.556628704071,0.6022842526435852,0.6967509025270758,3.1332,88.409,11.171,10.0,10.0
5,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,lora,537.3672,46.337,5.806,1917587638425600.0,0.6490614426441682,10.0,10.0,2490,537.819153547287,0.635259211063385,0.6425992779783394,2.8161,98.364,12.429,10.0,10.0
6,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,seq_bn_16_2_relu,569.0502,43.757,5.483,2061850611456000.0,0.561264766790928,10.0,10.0,2490,569.495044708252,0.6219421625137329,0.7256317689530686,2.8992,95.544,12.072,10.0,10.0
7,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,seq_bn_16_2_tanh,570.0631,43.679,5.473,2061850611456000.0,0.5093049147190192,10.0,10.0,2490,570.5111799240112,0.67782062292099,0.7148014440433214,2.9086,95.235,12.033,10.0,10.0
8,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,ia3,534.0835,46.622,5.842,1910361822566400.0,0.675062380081568,10.0,10.0,2490,534.5532615184784,0.658486545085907,0.6173285198555957,2.6903,102.961,13.009,10.0,10.0
9,saad,2024-07-24 07:32:15.411195,facebook/bart-base,super_glue,rte,True,prompt_tuning,274.054,90.858,11.385,1909128146688000.0,0.6802123778905624,10.0,10.0,2490,274.63208770751953,0.6671002507209778,0.6101083032490975,2.6612,104.089,13.152,10.0,10.0
