,user,generated_on,model_name,dataset_name,task_name,used_adapter,adapter_type,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,epoch,train_samples,training_time,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,epoch
0,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn,229.5473,108.474,13.592,853622854963200.0,0.6368222701243865,10.0,10.0,2490,230.0640833377838,0.7066369652748108,0.5992779783393501,1.2059,229.706,29.024,10.0,10.0
1,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,prefix_tuning,218.9242,113.738,14.252,841803799449600.0,0.6809955401298328,10.0,10.0,2490,219.2471263408661,0.6853083372116089,0.5523465703971119,1.2157,227.847,28.789,10.0,10.0
2,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,mam_adapter,283.5666,87.81,11.003,1057257091584000.0,0.48112674859853893,10.0,10.0,2490,283.9925696849823,1.9870927333831787,0.5631768953068592,1.3433,206.201,26.054,10.0,10.0
3,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,compacter_plusplus,207.6298,119.925,15.027,836790461337600.0,0.6751735393817608,10.0,10.0,2490,207.9721143245697,0.6844426989555359,0.5631768953068592,1.179,234.947,29.686,10.0,10.0
4,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,unipelt,281.4678,88.465,11.085,946182661632000.0,0.6221007664998373,10.0,10.0,2490,281.8040134906769,0.7495864033699036,0.5956678700361011,1.3305,208.195,26.306,10.0,10.0
5,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,lora,218.5819,113.916,14.274,839336447692800.0,0.6649450791187775,10.0,10.0,2490,218.94950199127197,0.682935893535614,0.5703971119133574,1.1712,236.514,29.884,10.0,10.0
6,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_relu,242.2065,102.805,12.882,912877849497600.0,0.5584953625996908,10.0,10.0,2490,242.53801369667053,0.8508196473121643,0.592057761732852,1.2839,215.752,27.261,10.0,10.0
7,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,seq_bn_16_2_tanh,242.9198,102.503,12.844,912877849497600.0,0.46004326404669343,10.0,10.0,2490,243.26319193840027,1.3004192113876343,0.5956678700361011,1.2686,218.349,27.589,10.0,10.0
8,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,ia3,221.3089,112.512,14.098,837045335347200.0,0.6745982830341045,10.0,10.0,2490,221.66834354400635,0.6845939755439758,0.5667870036101083,1.2132,228.32,28.849,10.0,10.0
9,saad,2024-07-24 04:38:09.680495,distilbert/distilbert-base-uncased,super_glue,rte,True,prompt_tuning,245.038,101.617,12.733,836516617113600.0,0.6753771170591697,10.0,10.0,2490,245.41144061088562,0.6893901228904724,0.516245487364621,1.3292,208.4,26.332,10.0,10.0
